Employee_ID,First_Name,Last_Name,Age,Department_Region,Current_Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Department,Region,Tenure,Target_Bonus,Geographic_Differential,Actual_Bonus
EMP1131,Charlie,Jones,25,Finance-California,Inactive,2023-06-30,98489.32,charlie.jones@example.com,(563)-620-5014,Excellent,"FALSE",Finance,California,2.5,1.1,1.149,2.53
EMP1132,Frank,Smith,NULL,Finance-California,Pending,2024-01-11,112120.71,frank.smith@example.com,NULL,Poor,"TRUE",Finance,California,2,1.1,1.149,0.63
EMP1133,Alice,Jones,NULL,Cloud Tech-New York,Pending,2023-11-02,114465.04,alice.jones@example.com,NULL,Good,"FALSE",Cloud Tech,New York,2.2,1.1,1.126,1.86
EMP1134,Bob,Davis,40,Cloud Tech-Nevada,Pending,2024-11-22,57035.51,bob.davis@example.com,(323)-024-1025,Poor,"TRUE",Cloud Tech,Nevada,1.1,1.1,1.016,0.56
EMP1135,Eva,Jones,25,Cloud Tech-California,Active,2021-08-23,75092.43,eva.jones@example.com,(153)-473-5527,Excellent,"TRUE",Cloud Tech,California,4.4,1.15,1.149,2.64
EMP1136,David,Smith,NULL,Finance-Illinois,Pending,2024-06-11,62603.98,david.smith@example.com,(961)-122-3385,Good,"FALSE",Finance,Illinois,1.6,1.08,1.039,1.68
EMP1137,Grace,Smith,NULL,DevOps-New York,Inactive,2023-04-09,60018.24,grace.smith@example.com,(559)-630-9937,Excellent,"FALSE",DevOps,New York,2.7,1.1,1.126,2.48
EMP1138,Eva,Davis,40,HR-Nevada,Active,2024-07-05,82567.73,eva.davis@example.com,(425)-304-2896,Poor,"TRUE",HR,Nevada,1.5,1.06,1.016,0.54
EMP1139,Charlie,Smith,25,Finance-California,Pending,2021-09-04,94725.71,charlie.smith@example.com,(317)-912-8684,Poor,"FALSE",Finance,California,4.3,1.12,1.149,0.64
EMP1140,Eva,Garcia,40,HR-New York,Inactive,2024-10-13,83824.56,eva.garcia@example.com,(787)-255-8776,Poor,"FALSE",HR,New York,1.2,1.06,1.126,0.6
EMP1141,Frank,Smith,NULL,HR-Nevada,Inactive,2020-02-14,118456.11,frank.smith@example.com,(496)-903-3372,Excellent,"TRUE",HR,Nevada,5.9,1.1,1.016,2.24
EMP1142,Eva,Brown,25,Sales-Nevada,Pending,2020-04-10,113743.19,eva.brown@example.com,(634)-669-2547,Good,"TRUE",Sales,Nevada,5.7,1.15,1.016,1.75
EMP1143,Eva,Garcia,30,Sales-California,Active,2023-07-27,63309.24,eva.garcia@example.com,(121)-478-5389,Good,"FALSE",Sales,California,2.4,1.1,1.149,1.9
EMP1144,Charlie,Garcia,25,DevOps-Nevada,Active,2021-09-24,105202.73,charlie.garcia@example.com,(789)-567-7664,Excellent,"TRUE",DevOps,Nevada,4.3,1.15,1.016,2.34
EMP1145,Frank,Davis,30,Cloud Tech-California,Inactive,2024-03-10,79085.22,frank.davis@example.com,(754)-602-7340,Good,"TRUE",Cloud Tech,California,1.8,1.1,1.149,1.9
EMP1146,Frank,Williams,NULL,Sales-California,Active,2021-06-10,113983.43,frank.williams@example.com,(514)-888-1430,Excellent,"TRUE",Sales,California,4.6,1.12,1.149,2.57
EMP1147,Eva,Williams,35,Cloud Tech-Florida,Active,2020-10-15,102790.60,eva.williams@example.com,(115)-083-5353,Good,"FALSE",Cloud Tech,Florida,5.2,1.18,0.954,1.69
EMP1148,Grace,Smith,NULL,HR-Texas,Inactive,2020-01-29,68512.10,grace.smith@example.com,(443)-928-4043,Average,"FALSE",HR,Texas,5.9,1.1,0.982,1.08
EMP1149,Frank,Garcia,35,Sales-Florida,Pending,2022-01-30,57584.23,frank.garcia@example.com,(566)-907-8262,Average,"TRUE",Sales,Florida,3.9,1.1,0.954,1.05
EMP1150,Alice,Williams,NULL,Sales-California,Pending,2021-03-29,95335.67,alice.williams@example.com,(337)-389-8774,Poor,"FALSE",Sales,California,4.8,1.12,1.149,0.64
EMP1151,Heidi,Williams,35,DevOps-Florida,Active,2020-10-13,53174.28,heidi.williams@example.com,(153)-663-7779,Average,"TRUE",DevOps,Florida,5.2,1.18,0.954,1.13
EMP1152,Heidi,Smith,25,Cloud Tech-New York,Pending,2020-10-04,77205.21,heidi.smith@example.com,(529)-240-7552,Average,"FALSE",Cloud Tech,New York,5.2,1.18,1.126,1.33
EMP1153,Grace,Williams,NULL,DevOps-Nevada,Active,2024-12-18,79041.92,grace.williams@example.com,(666)-845-9089,Average,"TRUE",DevOps,Nevada,1,1.1,1.016,1.12
EMP1154,Heidi,Jones,NULL,Finance-California,Active,2023-11-14,75937.10,heidi.jones@example.com,(225)-999-9662,Excellent,"TRUE",Finance,California,2.1,1.1,1.149,2.53
EMP1155,David,Johnson,35,Cloud Tech-Nevada,Inactive,2023-01-20,113118.73,david.johnson@example.com,(618)-637-1596,Average,"FALSE",Cloud Tech,Nevada,2.9,1.1,1.016,1.12
EMP1156,Alice,Davis,40,HR-New York,Active,2024-10-02,107693.38,alice.davis@example.com,(412)-182-0969,Average,"TRUE",HR,New York,1.2,1.06,1.126,1.19
EMP1157,David,Johnson,NULL,Cloud Tech-Texas,Inactive,2021-05-13,119217.46,david.johnson@example.com,(231)-643-3480,Poor,"FALSE",Cloud Tech,Texas,4.6,1.15,0.982,0.56
EMP1158,David,Smith,25,Sales-New York,Pending,2021-03-18,106913.71,david.smith@example.com,(705)-802-5661,Average,"FALSE",Sales,New York,4.8,1.12,1.126,1.26
EMP1159,Charlie,Brown,NULL,Cloud Tech-California,Active,2020-09-23,87815.08,charlie.brown@example.com,(128)-671-6322,Average,"TRUE",Cloud Tech,California,5.3,1.18,1.149,1.36
EMP1160,Bob,Davis,25,Admin-Texas,Inactive,2024-06-05,105190.21,bob.davis@example.com,(467)-299-4937,Good,"TRUE",Admin,Texas,1.6,1.05,0.982,1.55
EMP1161,Alice,Smith,30,HR-Texas,Active,2024-02-28,79467.24,alice.smith@example.com,(743)-027-1692,Poor,"FALSE",HR,Texas,1.8,1.06,0.982,0.52
EMP1162,Bob,Garcia,40,Finance-California,Pending,2023-04-30,57633.78,bob.garcia@example.com,(859)-777-9013,Poor,"TRUE",Finance,California,2.7,1.1,1.149,0.63
EMP1163,Alice,Brown,NULL,HR-Florida,Pending,2020-03-04,54257.78,alice.brown@example.com,(754)-692-6328,Poor,"TRUE",HR,Florida,5.8,1.1,0.954,0.52
EMP1164,Grace,Johnson,40,DevOps-Texas,Inactive,2023-12-29,113679.06,grace.johnson@example.com,(676)-291-6031,Poor,"TRUE",DevOps,Texas,2,1.1,0.982,0.54
EMP1165,Bob,Smith,35,Sales-New York,Active,2020-09-15,69251.12,bob.smith@example.com,(484)-137-6814,Poor,"TRUE",Sales,New York,5.3,1.15,1.126,0.65
EMP1166,Frank,Garcia,40,Sales-Illinois,Inactive,2022-07-18,85388.58,frank.garcia@example.com,(118)-567-2437,Poor,"TRUE",Sales,Illinois,3.5,1.1,1.039,0.57
EMP1167,Bob,Davis,NULL,DevOps-New York,Inactive,2022-07-13,112166.37,bob.davis@example.com,NULL,Excellent,"FALSE",DevOps,New York,3.5,1.13,1.126,2.54
EMP1168,Heidi,Davis,40,Finance-Nevada,Active,2021-10-02,79873.48,heidi.davis@example.com,NULL,Average,"FALSE",Finance,Nevada,4.2,1.12,1.016,1.14
EMP1169,Frank,Miller,30,DevOps-Florida,Active,2020-07-05,108224.03,frank.miller@example.com,(183)-727-4219,Poor,"TRUE",DevOps,Florida,5.5,1.18,0.954,0.56
EMP1170,Bob,Garcia,35,Admin-Illinois,Active,2023-04-16,116963.72,bob.garcia@example.com,(912)-418-6209,Average,"TRUE",Admin,Illinois,2.7,1.05,1.039,1.09
EMP1171,Bob,Jones,40,HR-Nevada,Inactive,2024-11-12,114109.06,bob.jones@example.com,(427)-523-0836,Average,"TRUE",HR,Nevada,1.1,1.06,1.016,1.08
EMP1172,Eva,Williams,NULL,HR-California,Active,2023-03-29,85518.88,eva.williams@example.com,NULL,Excellent,"FALSE",HR,California,2.8,1.07,1.149,2.46
EMP1173,Heidi,Brown,30,Cloud Tech-California,Pending,2022-01-22,58041.97,heidi.brown@example.com,(633)-533-1059,Poor,"TRUE",Cloud Tech,California,3.9,1.13,1.149,0.65
EMP1174,David,Garcia,40,Sales-Illinois,Pending,2023-10-14,94988.94,david.garcia@example.com,NULL,Good,"FALSE",Sales,Illinois,2.2,1.1,1.039,1.71
EMP1175,Eva,Miller,25,Admin-California,Pending,2024-04-10,71628.93,eva.miller@example.com,(815)-583-9385,Excellent,"FALSE",Admin,California,1.7,1.05,1.149,2.41
EMP1176,Alice,Williams,30,Admin-Illinois,Pending,2022-03-31,54870.98,alice.williams@example.com,(613)-315-5205,Good,"FALSE",Admin,Illinois,3.8,1.05,1.039,1.64
EMP1177,Alice,Williams,25,DevOps-Illinois,Active,2022-02-09,79388.27,alice.williams@example.com,(506)-373-1494,Average,"TRUE",DevOps,Illinois,3.9,1.13,1.039,1.17
EMP1178,Frank,Smith,35,DevOps-California,Pending,2023-05-06,55946.99,frank.smith@example.com,NULL,Average,"FALSE",DevOps,California,2.7,1.1,1.149,1.26
EMP1179,Charlie,Williams,NULL,Cloud Tech-Nevada,Active,2021-07-11,81017.91,charlie.williams@example.com,(241)-956-2524,Excellent,"TRUE",Cloud Tech,Nevada,4.5,1.15,1.016,2.34
EMP1180,Heidi,Jones,40,HR-New York,Pending,2020-08-21,74162.10,heidi.jones@example.com,(715)-099-7682,Excellent,"FALSE",HR,New York,5.4,1.1,1.126,2.48
EMP1181,Heidi,Davis,NULL,DevOps-California,Active,2021-03-27,77668.44,heidi.davis@example.com,(890)-309-1435,Good,"TRUE",DevOps,California,4.8,1.15,1.149,1.98
EMP1182,Alice,Miller,30,HR-New York,Active,2024-04-14,67886.37,alice.miller@example.com,(391)-025-7431,Poor,"FALSE",HR,New York,1.7,1.06,1.126,0.6
EMP1183,Alice,Williams,40,DevOps-Florida,Active,2020-09-21,76614.52,alice.williams@example.com,(630)-397-5244,Good,"TRUE",DevOps,Florida,5.3,1.18,0.954,1.69
EMP1184,Frank,Smith,25,Finance-Nevada,Active,2022-06-12,51311.91,frank.smith@example.com,NULL,Excellent,"FALSE",Finance,Nevada,3.6,1.1,1.016,2.24
EMP1185,Frank,Jones,NULL,Finance-Illinois,Inactive,2023-12-24,94809.92,frank.jones@example.com,(803)-396-8526,Good,"TRUE",Finance,Illinois,2,1.1,1.039,1.71
EMP1186,Grace,Johnson,25,HR-New York,Pending,2022-07-31,108241.81,grace.johnson@example.com,NULL,Excellent,"TRUE",HR,New York,3.4,1.08,1.126,2.43
EMP1187,Bob,Davis,40,Cloud Tech-New York,Inactive,2023-04-21,78031.49,bob.davis@example.com,(298)-338-1673,Good,"TRUE",Cloud Tech,New York,2.7,1.1,1.126,1.86
EMP1188,Eva,Davis,35,Admin-California,Active,2020-06-05,85733.83,eva.davis@example.com,(233)-629-3448,Excellent,"TRUE",Admin,California,5.6,1.05,1.149,2.41
EMP1189,David,Miller,35,HR-Nevada,Pending,2024-07-27,60338.29,david.miller@example.com,(734)-715-6626,Excellent,"FALSE",HR,Nevada,1.4,1.06,1.016,2.15
EMP1190,Eva,Davis,30,Admin-Illinois,Active,2024-04-05,103140.67,eva.davis@example.com,(768)-962-7065,Excellent,"FALSE",Admin,Illinois,1.7,1.05,1.039,2.18
EMP1191,Heidi,Williams,40,Sales-Illinois,Inactive,2023-10-26,114690.80,heidi.williams@example.com,(149)-828-2466,Poor,"TRUE",Sales,Illinois,2.2,1.1,1.039,0.57
EMP1192,Frank,Smith,35,Admin-Florida,Active,2022-08-18,80954.56,frank.smith@example.com,(474)-689-7151,Good,"FALSE",Admin,Florida,3.4,1.05,0.954,1.5
EMP1193,Eva,Davis,NULL,Cloud Tech-California,Pending,2020-05-31,71728.55,eva.davis@example.com,(732)-300-8575,Good,"TRUE",Cloud Tech,California,5.6,1.18,1.149,2.03
EMP1194,Alice,Davis,35,HR-Texas,Pending,2024-11-04,118415.80,alice.davis@example.com,(665)-674-9159,Good,"TRUE",HR,Texas,1.2,1.06,0.982,1.56
EMP1195,Grace,Johnson,40,Sales-Illinois,Pending,2020-03-25,81481.36,grace.johnson@example.com,(169)-236-4586,Excellent,"FALSE",Sales,Illinois,5.8,1.15,1.039,2.39
EMP1196,David,Johnson,35,Sales-Florida,Pending,2020-11-04,117040.57,david.johnson@example.com,(506)-633-7049,Good,"TRUE",Sales,Florida,5.2,1.15,0.954,1.65
EMP1197,Frank,Brown,25,Sales-Nevada,Active,2020-03-21,67342.06,frank.brown@example.com,(249)-724-3991,Good,"TRUE",Sales,Nevada,5.8,1.15,1.016,1.75
EMP1198,Heidi,Jones,NULL,Sales-Illinois,Active,2022-01-15,76099.64,heidi.jones@example.com,NULL,Excellent,"FALSE",Sales,Illinois,4,1.1,1.039,2.29
EMP1199,Grace,Williams,35,DevOps-Illinois,Active,2024-06-04,94162.06,grace.williams@example.com,(264)-488-6945,Average,"TRUE",DevOps,Illinois,1.6,1.1,1.039,1.14
EMP1200,Frank,Davis,25,Sales-Nevada,Inactive,2021-08-04,67639.70,frank.davis@example.com,(119)-524-3639,Excellent,"TRUE",Sales,Nevada,4.4,1.12,1.016,2.28
EMP1201,Charlie,Garcia,35,Cloud Tech-Illinois,Pending,2020-10-16,114172.25,charlie.garcia@example.com,(270)-116-8645,Good,"TRUE",Cloud Tech,Illinois,5.2,1.18,1.039,1.84
EMP1202,Grace,Davis,30,Sales-Nevada,Active,2021-09-26,89124.54,grace.davis@example.com,(225)-223-7280,Excellent,"TRUE",Sales,Nevada,4.3,1.12,1.016,2.28
EMP1203,Frank,Smith,30,DevOps-Nevada,Pending,2023-11-04,113871.36,frank.smith@example.com,(793)-230-2345,Average,"FALSE",DevOps,Nevada,2.2,1.1,1.016,1.12
EMP1204,Grace,Brown,NULL,HR-Texas,Inactive,2021-09-24,62618.40,grace.brown@example.com,(791)-214-1613,Excellent,"FALSE",HR,Texas,4.3,1.09,0.982,2.14
EMP1205,Heidi,Jones,30,Admin-New York,Active,2020-06-07,70705.45,heidi.jones@example.com,(150)-937-7099,Good,"FALSE",Admin,New York,5.6,1.05,1.126,1.77
EMP1206,Alice,Garcia,35,Sales-New York,Pending,2022-02-10,60797.69,alice.garcia@example.com,(409)-013-8068,Average,"TRUE",Sales,New York,3.9,1.1,1.126,1.24
EMP1207,Charlie,Brown,40,Cloud Tech-Florida,Inactive,2023-10-17,100371.00,charlie.brown@example.com,(847)-759-6554,Poor,"TRUE",Cloud Tech,Florida,2.2,1.1,0.954,0.52
EMP1208,Eva,Miller,40,Admin-Illinois,Active,2021-09-25,117591.76,eva.miller@example.com,(535)-669-0550,Good,"FALSE",Admin,Illinois,4.3,1.05,1.039,1.64
EMP1209,David,Jones,35,DevOps-Illinois,Inactive,2022-08-03,103860.70,david.jones@example.com,NULL,Average,"TRUE",DevOps,Illinois,3.4,1.13,1.039,1.17
EMP1210,Grace,Davis,30,Admin-Illinois,Active,2024-11-22,67500.22,grace.davis@example.com,(579)-786-3049,Average,"TRUE",Admin,Illinois,1.1,1.05,1.039,1.09
EMP1211,Frank,Davis,NULL,Cloud Tech-Nevada,Pending,2024-10-09,58727.44,frank.davis@example.com,(505)-739-7690,Poor,"TRUE",Cloud Tech,Nevada,1.2,1.1,1.016,0.56
EMP1212,Charlie,Jones,35,Finance-Illinois,Active,2024-08-28,80623.08,charlie.jones@example.com,(567)-164-9327,Excellent,"TRUE",Finance,Illinois,1.3,1.08,1.039,2.24
EMP1213,David,Davis,40,HR-Texas,Inactive,2020-04-19,77751.78,david.davis@example.com,(980)-271-4871,Excellent,"FALSE",HR,Texas,5.7,1.1,0.982,2.16
EMP1214,Grace,Williams,25,HR-New York,Active,2021-10-14,115157.81,grace.williams@example.com,(717)-833-3210,Good,"FALSE",HR,New York,4.2,1.09,1.126,1.84
EMP1215,Frank,Jones,30,Admin-Texas,Inactive,2024-08-26,83071.85,frank.jones@example.com,(602)-564-3470,Poor,"FALSE",Admin,Texas,1.3,1.05,0.982,0.52
EMP1216,Heidi,Brown,40,Sales-Texas,Active,2020-02-08,67914.67,heidi.brown@example.com,(287)-153-9914,Excellent,"TRUE",Sales,Texas,5.9,1.15,0.982,2.26
EMP1217,Grace,Jones,25,HR-New York,Inactive,2020-09-06,53342.46,grace.jones@example.com,(668)-633-4140,Poor,"FALSE",HR,New York,5.3,1.1,1.126,0.62
EMP1218,Heidi,Garcia,25,Cloud Tech-Florida,Pending,2023-01-02,51150.47,heidi.garcia@example.com,(115)-931-9524,Excellent,"FALSE",Cloud Tech,Florida,3,1.13,0.954,2.16
EMP1219,David,Davis,30,HR-Florida,Active,2023-06-13,74697.12,david.davis@example.com,(690)-409-8365,Average,"TRUE",HR,Florida,2.6,1.07,0.954,1.02
EMP1220,Charlie,Williams,25,Sales-California,Active,2022-12-13,88085.74,charlie.williams@example.com,(552)-899-3159,Excellent,"TRUE",Sales,California,3.1,1.1,1.149,2.53
EMP1221,Alice,Williams,40,Finance-Texas,Pending,2022-03-03,118672.76,alice.williams@example.com,(875)-243-7728,Poor,"FALSE",Finance,Texas,3.8,1.1,0.982,0.54
EMP1222,Alice,Miller,35,Cloud Tech-California,Active,2024-02-10,95997.31,alice.miller@example.com,(420)-954-8148,Average,"FALSE",Cloud Tech,California,1.9,1.1,1.149,1.26
EMP1223,Frank,Brown,30,Cloud Tech-California,Pending,2021-11-24,106945.62,frank.brown@example.com,(737)-460-5232,Average,"FALSE",Cloud Tech,California,4.1,1.15,1.149,1.32
EMP1224,Heidi,Johnson,40,DevOps-New York,Active,2020-05-09,100123.15,heidi.johnson@example.com,NULL,Average,"FALSE",DevOps,New York,5.6,1.18,1.126,1.33
EMP1225,Alice,Johnson,35,Admin-Texas,Active,2024-12-19,52933.42,alice.johnson@example.com,(675)-661-8442,Poor,"TRUE",Admin,Texas,1,1.05,0.982,0.52
EMP1226,Grace,Jones,NULL,Finance-California,Active,2024-03-22,95283.03,grace.jones@example.com,(861)-259-0471,Good,"FALSE",Finance,California,1.8,1.08,1.149,1.86
EMP1227,Alice,Miller,35,HR-Texas,Inactive,2022-06-13,112264.06,alice.miller@example.com,(927)-742-3329,Good,"FALSE",HR,Texas,3.6,1.08,0.982,1.59
EMP1228,Grace,Smith,35,Admin-Florida,Pending,2022-10-15,75714.28,grace.smith@example.com,(591)-266-2014,Good,"TRUE",Admin,Florida,3.2,1.05,0.954,1.5
EMP1229,Eva,Jones,25,DevOps-Florida,Active,2022-05-31,92171.73,eva.jones@example.com,(720)-185-9625,Poor,"FALSE",DevOps,Florida,3.6,1.13,0.954,0.54
EMP1230,Eva,Miller,35,Cloud Tech-Texas,Inactive,2023-09-15,70694.80,eva.miller@example.com,(301)-367-4925,Average,"TRUE",Cloud Tech,Texas,2.3,1.1,0.982,1.08
EMP1231,Grace,Brown,30,DevOps-Florida,Inactive,2022-07-04,52964.86,grace.brown@example.com,(176)-475-0110,Good,"TRUE",DevOps,Florida,3.5,1.13,0.954,1.62
EMP1232,Frank,Brown,NULL,Finance-California,Pending,2024-06-08,116353.31,frank.brown@example.com,(178)-309-9973,Poor,"TRUE",Finance,California,1.6,1.08,1.149,0.62
EMP1233,Grace,Brown,35,Sales-Nevada,Pending,2020-11-23,116695.26,grace.brown@example.com,(192)-676-4920,Good,"FALSE",Sales,Nevada,5.1,1.15,1.016,1.75
EMP1234,Heidi,Brown,25,Admin-Texas,Active,2024-05-13,95161.40,heidi.brown@example.com,(518)-260-6887,Excellent,"FALSE",Admin,Texas,1.6,1.05,0.982,2.06
EMP1235,Alice,Brown,NULL,Admin-Nevada,Inactive,2022-01-29,76040.94,alice.brown@example.com,(718)-981-3128,Good,"TRUE",Admin,Nevada,3.9,1.05,1.016,1.6
EMP1236,Charlie,Miller,NULL,HR-Florida,Inactive,2023-08-23,69508.28,charlie.miller@example.com,(208)-751-0292,Good,"FALSE",HR,Florida,2.4,1.07,0.954,1.53
EMP1237,Alice,Miller,30,Finance-Illinois,Inactive,2023-02-24,58243.27,alice.miller@example.com,(218)-401-1844,Average,"FALSE",Finance,Illinois,2.9,1.1,1.039,1.14
EMP1238,Heidi,Williams,30,Sales-California,Pending,2022-10-02,64012.48,heidi.williams@example.com,(826)-034-0847,Poor,"TRUE",Sales,California,3.2,1.1,1.149,0.63
EMP1239,Bob,Garcia,40,Admin-Nevada,Inactive,2020-06-28,106735.93,bob.garcia@example.com,(729)-758-5987,Average,"TRUE",Admin,Nevada,5.5,1.05,1.016,1.07
EMP1240,Frank,Johnson,35,DevOps-Texas,Pending,2023-01-15,70325.36,frank.johnson@example.com,(310)-303-2431,Average,"FALSE",DevOps,Texas,3,1.13,0.982,1.11
EMP1241,Charlie,Davis,30,HR-Illinois,Active,2020-09-05,118959.28,charlie.davis@example.com,(983)-954-2960,Average,"TRUE",HR,Illinois,5.3,1.1,1.039,1.14
EMP1242,David,Brown,40,Cloud Tech-California,Pending,2023-03-18,75823.78,david.brown@example.com,(844)-626-7145,Average,"FALSE",Cloud Tech,California,2.8,1.1,1.149,1.26
EMP1243,Charlie,Smith,NULL,Cloud Tech-Texas,Inactive,2022-03-26,119971.65,charlie.smith@example.com,(283)-143-5988,Average,"FALSE",Cloud Tech,Texas,3.8,1.13,0.982,1.11
EMP1244,Grace,Davis,40,Sales-Texas,Active,2021-10-11,94963.70,grace.davis@example.com,(262)-566-0930,Good,"FALSE",Sales,Texas,4.2,1.12,0.982,1.65
EMP1245,Frank,Miller,30,Sales-Nevada,Pending,2021-01-07,103744.71,frank.miller@example.com,(418)-186-1514,Average,"FALSE",Sales,Nevada,5,1.12,1.016,1.14
EMP1246,Alice,Smith,25,Sales-New York,Inactive,2020-12-03,61337.69,alice.smith@example.com,(542)-340-1635,Average,"TRUE",Sales,New York,5.1,1.15,1.126,1.29
EMP1247,David,Smith,35,Sales-California,Active,2021-05-28,63741.13,david.smith@example.com,(112)-849-7184,Poor,"TRUE",Sales,California,4.6,1.12,1.149,0.64
EMP1248,Eva,Smith,30,DevOps-California,Pending,2022-12-28,56539.99,eva.smith@example.com,(948)-491-0255,Excellent,"TRUE",DevOps,California,3,1.13,1.149,2.6
EMP1249,Charlie,Williams,30,DevOps-Illinois,Pending,2023-05-24,73633.37,charlie.williams@example.com,(258)-896-7923,Good,"TRUE",DevOps,Illinois,2.6,1.1,1.039,1.71
EMP1250,Alice,Miller,25,Cloud Tech-Texas,Pending,2024-04-28,90373.99,alice.miller@example.com,NULL,Good,"FALSE",Cloud Tech,Texas,1.7,1.1,0.982,1.62
EMP1251,Grace,Smith,NULL,DevOps-Texas,Inactive,2024-12-25,93901.48,grace.smith@example.com,(396)-727-5783,Good,"FALSE",DevOps,Texas,1,1.1,0.982,1.62
EMP1252,Eva,Brown,40,Admin-Nevada,Inactive,2021-09-01,81748.09,eva.brown@example.com,(468)-341-4650,Average,"TRUE",Admin,Nevada,4.3,1.05,1.016,1.07
EMP1253,Charlie,Jones,40,Finance-Florida,Inactive,2021-02-21,73813.48,charlie.jones@example.com,(113)-129-0147,Average,"FALSE",Finance,Florida,4.9,1.12,0.954,1.07
EMP1254,Frank,Smith,35,Finance-New York,Inactive,2022-11-20,89315.59,frank.smith@example.com,(706)-827-7880,Average,"FALSE",Finance,New York,3.1,1.1,1.126,1.24
EMP1255,Heidi,Williams,25,HR-Florida,Active,2020-10-15,56776.82,heidi.williams@example.com,(609)-306-8537,Poor,"FALSE",HR,Florida,5.2,1.1,0.954,0.52
EMP1256,Grace,Davis,NULL,Finance-New York,Active,2024-07-24,72920.51,grace.davis@example.com,(909)-728-3214,Excellent,"TRUE",Finance,New York,1.4,1.08,1.126,2.43
EMP1257,Frank,Miller,30,Admin-Florida,Pending,2022-08-14,84913.18,frank.miller@example.com,(285)-067-6250,Average,"TRUE",Admin,Florida,3.4,1.05,0.954,1
EMP1258,Alice,Garcia,25,Finance-Illinois,Inactive,2021-05-08,65060.11,alice.garcia@example.com,(538)-144-7442,Excellent,"TRUE",Finance,Illinois,4.7,1.12,1.039,2.33
EMP1259,Alice,Williams,35,Finance-Illinois,Pending,2023-10-09,82941.08,alice.williams@example.com,NULL,Poor,"FALSE",Finance,Illinois,2.2,1.1,1.039,0.57
EMP1260,Bob,Smith,40,Admin-California,Pending,2022-01-19,103469.97,bob.smith@example.com,NULL,Good,"TRUE",Admin,California,4,1.05,1.149,1.81
EMP1261,Grace,Miller,25,Sales-Illinois,Active,2022-01-12,88725.60,grace.miller@example.com,(526)-501-6730,Average,"TRUE",Sales,Illinois,4,1.1,1.039,1.14
EMP1262,Heidi,Jones,NULL,HR-Illinois,Pending,2023-06-05,58316.77,heidi.jones@example.com,(882)-617-0242,Excellent,"TRUE",HR,Illinois,2.6,1.07,1.039,2.22
EMP1263,Grace,Smith,35,HR-Illinois,Inactive,2024-03-26,60098.72,grace.smith@example.com,(765)-456-2840,Excellent,"TRUE",HR,Illinois,1.8,1.06,1.039,2.2
EMP1264,Grace,Williams,NULL,Cloud Tech-Texas,Active,2020-10-07,99951.43,grace.williams@example.com,(772)-256-0530,Average,"TRUE",Cloud Tech,Texas,5.2,1.18,0.982,1.16
EMP1265,Heidi,Johnson,30,Sales-Illinois,Active,2021-11-02,115195.81,heidi.johnson@example.com,(340)-266-5022,Good,"TRUE",Sales,Illinois,4.2,1.12,1.039,1.75
EMP1266,Grace,Brown,NULL,DevOps-California,Pending,2021-11-19,85512.05,grace.brown@example.com,(741)-678-7255,Good,"FALSE",DevOps,California,4.1,1.15,1.149,1.98
EMP1267,Heidi,Garcia,NULL,HR-Florida,Active,2022-01-24,73186.77,heidi.garcia@example.com,(862)-110-2257,Good,"FALSE",HR,Florida,3.9,1.08,0.954,1.55
EMP1268,Grace,Davis,NULL,HR-Nevada,Pending,2023-07-12,51865.30,grace.davis@example.com,NULL,Poor,"TRUE",HR,Nevada,2.5,1.07,1.016,0.54
EMP1269,David,Williams,25,Sales-Florida,Active,2022-12-09,94031.77,david.williams@example.com,(471)-639-2822,Excellent,"TRUE",Sales,Florida,3.1,1.1,0.954,2.1
EMP1270,Grace,Miller,30,DevOps-New York,Active,2023-03-18,116374.36,grace.miller@example.com,(414)-363-7188,Excellent,"FALSE",DevOps,New York,2.8,1.1,1.126,2.48
EMP1271,Alice,Garcia,40,HR-Florida,Active,2022-04-25,98335.02,alice.garcia@example.com,(239)-231-2603,Excellent,"FALSE",HR,Florida,3.7,1.08,0.954,2.06
EMP1272,Heidi,Garcia,25,DevOps-New York,Pending,2021-02-28,89262.07,heidi.garcia@example.com,(326)-093-1065,Poor,"TRUE",DevOps,New York,4.8,1.15,1.126,0.65
EMP1273,Heidi,Garcia,NULL,Finance-California,Active,2022-07-30,113848.69,heidi.garcia@example.com,(843)-356-7085,Excellent,"TRUE",Finance,California,3.4,1.1,1.149,2.53
EMP1274,Frank,Smith,35,Sales-Florida,Active,2021-05-19,69530.45,frank.smith@example.com,NULL,Poor,"TRUE",Sales,Florida,4.6,1.12,0.954,0.53
EMP1275,Eva,Brown,35,DevOps-New York,Pending,2023-12-14,84230.22,eva.brown@example.com,NULL,Good,"TRUE",DevOps,New York,2.1,1.1,1.126,1.86
EMP1276,Eva,Smith,35,Cloud Tech-Illinois,Pending,2023-01-17,76578.59,eva.smith@example.com,(916)-247-5540,Average,"FALSE",Cloud Tech,Illinois,3,1.13,1.039,1.17
EMP1277,Frank,Miller,30,HR-Texas,Inactive,2024-01-02,55532.06,frank.miller@example.com,(108)-255-5988,Excellent,"TRUE",HR,Texas,2,1.07,0.982,2.1
EMP1278,Eva,Smith,40,Admin-New York,Pending,2021-07-09,115311.68,eva.smith@example.com,(534)-396-1128,Excellent,"TRUE",Admin,New York,4.5,1.05,1.126,2.36
